delta_abs,delta_mean,delta_max,delta_min,delta_median,theta_abs,theta_mean,theta_max,theta_min,theta_median,alpha_abs,alpha_mean,alpha_max,alpha_min,alpha_median,beta_abs,beta_mean,beta_max,beta_min,beta_median,gamma_abs,gamma_mean,gamma_max,gamma_min,gamma_median,delta_entropy,theta_entropy,alpha_entropy,beta_entropy,gamma_entropy,hjorth_mobility,hjorth_complexity,lempel_ziv,higuchi,mean,min,max,median,var,std,Participant,File,Window,Channel,Start_Time,End_Time
0.20014382854948656,0.2001438285494866,0.21902300358348253,0.20025455605841974,0.13006213661171004,0.3211951992276583,0.3211951992276583,0.3077846108358657,0.49362515540634927,0.29270105028324983,0.3225129389721839,0.3225129389721839,0.26477216168858525,0.31929913323251974,0.3776374715458996,0.3520006441764238,0.35200064417642374,0.22144832184905458,0.5866353489010615,0.4365414447311939,0.16668495686456777,0.16668495686456777,0.02692240730666395,0.25055526385511806,0.21803088617458719,1.1609118791502226,1.2848614532495133,0.9525058696628561,0.7494387703944262,0.3596716276167234,hjorth_mobility,hjorth_complexity,0.8922083927976487,0.9281186401913647,0.9083679762638458,1.208659507231554,0.46578081755082523,0.7908330752554971,0.15068517043043014,0.558526972991526,1629,eeg_data_level_1.csv,0,AF7,120.0078125,130.00390625
0.2420975851759451,0.24209758517594504,0.252678149020675,0.2568926572683581,0.13833066361520968,0.3664955622719984,0.3664955622719984,0.3478474791369194,0.4281627572609157,0.3411810568969765,0.3158830948282124,0.3158830948282124,0.30479907705443365,0.31995037924743697,0.30306877530339804,0.4051008472013699,0.4051008472013699,0.357221973298874,0.33990569513328867,0.37373893568725886,0.17687799958320824,0.17687799958320824,0.03073722795562523,0.1709989686565502,0.2182959686866584,1.18192305050532,1.2451054859679298,0.8169301949822148,0.7206893949426102,0.3261200506648409,hjorth_mobility,hjorth_complexity,0.8504383369550623,0.8552686201880546,0.9175062074445592,1.3099930503651838,0.5014852704641289,0.7492102818209972,0.16546363119300775,0.5852752646571597,1629,eeg_data_level_1.csv,0,AF8,120.0078125,130.00390625
22.421287476688608,22.421287476688605,22.279980726784064,22.310493892263672,23.33544548895741,25.51853359553331,25.51853359553331,26.516256910581273,47.01056833702527,25.94983911876258,21.53069957230001,21.53069957230001,21.42157198543987,25.92305505355622,20.180814717529294,15.158936179488842,15.158936179488842,14.33739658759456,9.72511199541021,13.500917667103616,4.020794759867579,4.020794759867579,0.9825006215463454,2.374095356860578,4.006847187312921,1.2767123254757105,1.1147410441943109,0.7001427782194911,0.3659099824069459,0.10343389623024711,hjorth_mobility,hjorth_complexity,0.5547063415895495,0.5780458897474373,2.197075736032956,3.007697048372081,3.279940878990306,0.9573242489934964,15.35421860834945,5.6379699188808745,1629,eeg_data_level_1.csv,0,TP9,120.0078125,130.00390625
0.9835912771085382,0.9835912771085381,0.8095053137570427,0.5510138850413998,1.388793589428257,0.6190007719406293,0.6190007719406292,0.6754440705639616,0.8467445895801724,0.5933780014384405,0.9734613613484644,0.9734613613484644,1.2042387501430754,0.9509179280042732,0.9377890443886148,0.975841007036971,0.9758410070369707,0.9852887763691816,1.2818712202861144,1.0567504337538345,1.0829987238151968,1.0829987238151968,0.908384455295146,1.2722201699903048,1.0645814867666734,1.253372518454978,0.7054322248423666,0.7180784377864682,0.5194008142831518,0.500403845775736,hjorth_mobility,hjorth_complexity,0.8554507436561728,1.0151852284948135,1.432652273928428,1.1822246698923462,1.114952688701801,0.9365128522762466,0.6462513121402149,1.1566703778235103,1629,eeg_data_level_1.csv,0,TP10,120.0078125,130.00390625
0.0042175889380796005,0.0042175889380796,0.004696824258821892,0.005402433904149716,0.0038960699976206136,0.005276407169796276,0.005276407169796276,0.00406880335033597,0.006942478779860793,0.005943802751706228,0.02030928860365988,0.02030928860365988,0.020562367661496144,0.02188919811465201,0.020910369432243562,0.049111549702104226,0.04911154970210423,0.02591408557427013,0.08076943524557902,0.06097206711009744,0.05400545778058137,0.05400545778058136,0.02008263535752762,0.06890821959510228,0.06038960318350822,0.7484362366524951,0.5905881440263889,1.216031849751316,1.8883446357948754,1.846516338012273,hjorth_mobility,hjorth_complexity,1.0726550340376229,1.0849245979891895,0.9279387318248224,0.18798106552325505,0.02921273420179392,0.8532672654072468,0.007827593582202872,0.12729842453839818,1629,eeg_data_level_1.csv,1,AF7,130.0078125,140.00390625
0.018904250904282698,0.018904250904282698,0.013011968469330322,0.037007772126408975,0.023908198848155558,0.03743777629005501,0.03743777629005501,0.02776705536093271,0.03961696567356357,0.03718110387323778,0.059017307309209406,0.0590173073092094,0.04925045082123865,0.07833508342546992,0.06275140259056212,0.09368222336421736,0.09368222336421736,0.08267411470659443,0.11253073994690702,0.0987699354922851,0.08224535792893536,0.08224535792893535,0.023103864317397763,0.06869692599802622,0.10409086223974057,1.02797502045819,1.163226791517002,1.2170517968215873,1.3080310159845583,1.0805889668546875,hjorth_mobility,hjorth_complexity,0.9055748106672765,0.9620812565439992,0.9252893397049388,0.28931460865688474,0.0649171871150976,0.811644471972747,0.021627133083781613,0.21159644694918067,1629,eeg_data_level_1.csv,1,AF8,130.0078125,140.00390625
11.536450244485483,11.536450244485483,8.653615456077446,21.46834808839042,13.064580798028853,9.525358121632374,9.525358121632374,14.056903610650071,3.5593826117060665,6.642278162181403,9.347856303769854,9.347856303769856,9.71390396555636,7.72885020783004,7.619162408569104,5.558960766873024,5.558960766873023,7.089364820583192,4.3810464373275835,5.080017342663237,1.6727759955218826,1.6727759955218822,0.49308574856268755,1.9779949378419905,1.789170102730378,1.4290870331593808,0.8712219817862371,0.6378762535709871,0.29236631059045637,0.09214785044698563,hjorth_mobility,hjorth_complexity,0.3742597003495755,0.5765749758816943,2.048866134887202,3.007697048372081,3.262088652533654,1.6961288324558688,8.784903333744051,4.264591019887883,1629,eeg_data_level_1.csv,1,TP9,130.0078125,140.00390625
3.359562479393201,3.3595624793932,2.4601554179762055,4.277949644681371,4.262960298810591,2.5658209569392763,2.565820956939276,2.1110624124115103,3.118143113335773,3.10020088261087,2.043198088359178,2.043198088359178,2.280048735491978,1.2487496107502813,1.8578356090588581,1.2941200341750407,1.2941200341750405,0.8316993805371409,1.809501127824688,1.529331266412277,1.0718553987963249,1.0718553987963246,1.0231775346206997,1.0817619455416547,1.0272271366294714,1.4115854730764132,0.8757754540842335,0.5029118076835442,0.24905015048008733,0.18207048043942844,hjorth_mobility,hjorth_complexity,0.7785938409058135,0.8904455310826489,1.1570720608028253,1.3702057354156012,2.564228891046355,1.1342211210901207,1.67691532461642,1.8632213901610077,1629,eeg_data_level_1.csv,1,TP10,130.0078125,140.00390625
0.0955183784980597,0.0955183784980597,0.07379635526599385,0.07255519575546139,0.11622603902529488,0.29251896800366584,0.29251896800366584,0.2529423237409436,0.05162646935537691,0.36110136557655914,0.27495546137713806,0.27495546137713806,0.5061944854115934,0.13605693006410702,0.13763047907886813,0.8112480151956842,0.8112480151956841,1.3365185899276382,0.15359196952904783,0.3280616614841892,0.17126183518589597,0.171261835185896,0.041597604031017386,0.08047391157152009,0.20273718798596044,0.95365482649275,1.455565492492328,0.9970470121923397,1.6963356861902945,0.4765402146687332,hjorth_mobility,hjorth_complexity,0.9339784486402354,0.830545233385713,0.845112653585181,0.4787642762545402,1.4022112416861081,0.8948900588417467,0.10307252191371685,0.46193444312466453,1629,eeg_data_level_1.csv,2,AF7,140.0078125,150.00390625
0.07152212781493134,0.07152212781493132,0.0680799935670464,0.06993683475075958,0.09069399402734311,0.19266930479215943,0.19266930479215943,0.11205533722089364,0.4253578844174929,0.2308620936467939,0.4744122695112939,0.4744122695112939,0.5799190088901252,0.10742531913421406,0.4867420889201791,0.5040342406951649,0.5040342406951648,0.6060070446576857,0.24138155116636476,0.3166094872853927,0.11855450037669482,0.11855450037669481,0.03553657773248829,0.17135861444275327,0.11623633861584617,0.9396153082280878,1.4118125171488696,1.9506824985552464,1.5269783700279471,0.43998894755289514,hjorth_mobility,hjorth_complexity,0.801985072177662,0.8110600942611842,0.7854274953697039,0.3715563248233088,0.5972381214588979,0.7908330752554971,0.08466767642712324,0.41866602132879843,1629,eeg_data_level_1.csv,2,AF8,140.0078125,150.00390625
