delta_abs,delta_mean,delta_max,delta_min,delta_median,theta_abs,theta_mean,theta_max,theta_min,theta_median,alpha_abs,alpha_mean,alpha_max,alpha_min,alpha_median,beta_abs,beta_mean,beta_max,beta_min,beta_median,gamma_abs,gamma_mean,gamma_max,gamma_min,gamma_median,delta_entropy,theta_entropy,alpha_entropy,beta_entropy,gamma_entropy,hjorth_mobility,hjorth_complexity,lempel_ziv,higuchi,mean,min,max,median,var,std,Participant,File,Window,Channel,Start_Time,End_Time
305.50877765642457,43.64411109377494,92.9595052334036,13.898413786729972,44.89065274015244,70.20566904094284,8.775708630117855,10.884229303609484,2.935216128578775,9.812663926550563,27.38439288710058,3.4230491108875727,4.142316009407753,2.542169628131171,3.403899306526177,89.82258268569294,2.363752175939288,3.9123165957284423,0.9196900923388696,2.2374031146662885,74.16122311505946,0.8427411717620393,2.30423231119917,0.17670423962812065,0.7471620657800482,1.2816374848501242,0.5012179808432697,0.24150261195085496,0.8443507315921225,0.8140332233805381,hjorth_mobility,hjorth_complexity,2.229004593680949,0.6984384244828143,-20.69244384765625,-95.703125,52.24609375,-20.5078125,303.6824963055551,17.426488352664602,1030,eeg_data_level_1.csv,0,AF7,120.0078125,130.00390625
585.9434151547372,83.70620216496245,105.70160105444155,52.03708097155528,92.18912482713355,186.1225737390695,23.26532171738369,55.207563746306086,4.2745457783430565,19.00768087324598,45.89154167680046,5.736442709600057,7.49676082543148,2.88925568499622,6.420957072285468,141.50920923439935,3.723926558799983,7.439106806376894,1.4504780967132025,3.59839540500992,135.83825586259783,1.5436165438931573,5.999698358644313,0.36496721409478083,1.2787821186878148,1.341462253514193,0.6058037848991913,0.21378812369015493,0.7143565707715887,0.7781354049931554,hjorth_mobility,hjorth_complexity,2.1272841459534457,0.7098082463923396,-17.578887939453125,-105.46875,120.60546875,-17.578125,598.8249549409375,24.470900166134825,1030,eeg_data_level_1.csv,0,AF8,120.0078125,130.00390625
2726.690058143743,389.52715116339186,1224.6510276446447,150.05374332666517,216.81560783847235,733.2965372508515,91.66206715635644,143.2193277541566,34.29323067070548,92.82111046870796,110.40860352321934,13.801075440402418,24.59446613308018,6.884566517852342,11.912800286593207,177.3639973910884,4.667473615554957,8.80359959230767,2.0481955833493597,4.547807535159577,234.38737089956885,2.663492851131464,6.623252749167367,0.7275393690500324,2.266822899225752,1.340810587093776,0.6569431817739153,0.1478226349861828,0.28668411967953605,0.4070969509177523,hjorth_mobility,hjorth_complexity,1.6496403044503851,0.6954129663040277,-19.91748809814453,-269.04296875,190.91796875,-26.3671875,3240.3900468125357,56.924423991925785,1030,eeg_data_level_1.csv,0,TP9,120.0078125,130.00390625
1459.9461677204756,208.56373824578222,318.58545564195947,125.64668165067054,213.45150309879367,695.3724773110024,86.9215596638753,161.0870550114776,37.77611989642858,79.88969974560632,94.99380212986627,11.874225266233283,20.486930177065684,5.720712204099431,10.163285396999319,187.2557123116957,4.927781902939361,9.30776981928058,2.4440300747050427,4.680182136495624,265.1776881736584,3.013382820155209,6.594324101787361,1.3927945683057275,2.768756905362214,1.338620309427043,0.8387544009144783,0.18169566614844518,0.4200915458137532,0.6426852386592115,hjorth_mobility,hjorth_complexity,2.768565229452925,0.7584628375140335,-20.135879516601562,-258.30078125,117.67578125,-18.5546875,1418.8601307978388,37.667759832485906,1030,eeg_data_level_1.csv,0,TP10,120.0078125,130.00390625
905.097551234655,129.2996501763793,274.8462205587308,48.11925209362464,82.13004956404706,363.8908117216966,45.486351465212074,62.90761149448141,28.89621996841708,42.60033128818091,128.57594123807118,16.071992654758898,24.407494111409495,12.450410974101423,14.561156767262055,194.86914468069742,5.128135386334143,10.737741457943947,1.9279016294171427,4.569330319952886,143.8734637196576,1.634925724087018,6.990687662694052,0.2607393990940669,1.28895412158559,1.2045767143750197,0.7317450953021809,0.33265072952040253,0.6192746670213378,0.5350768425675472,hjorth_mobility,hjorth_complexity,1.7602060085020195,0.6239250394715808,-19.910049438476562,-124.0234375,136.71875,-20.99609375,839.7859799151774,28.97906105993045,1030,eeg_data_level_1.csv,1,AF7,130.0078125,140.00390625
643.4147767763701,91.91639668233859,167.47810813062878,44.574613712512416,87.41353502323017,310.0018069840697,38.75022587300871,46.95620307678849,28.894832236289744,40.41659648469433,128.66703157852493,16.083378947315616,26.657692239523186,8.809736721117927,15.797668788388084,269.7343584098588,7.098272589733127,15.038034462094592,2.5675232631109286,6.783669944798026,199.78213958110894,2.2702515861489654,6.603067705822126,0.4307348779273705,1.8524529858509005,1.0910063116527424,0.7122314006027688,0.36161947713037146,0.8867449550651291,0.7900208416545991,hjorth_mobility,hjorth_complexity,1.9459563913087652,0.6557880061528889,-18.825912475585938,-129.8828125,135.7421875,-19.53125,814.0351738256868,28.531301649691464,1030,eeg_data_level_1.csv,1,AF8,130.0078125,140.00390625
3166.055471613484,452.29363880192625,554.4496191516369,374.0104245609861,425.32403948122607,1488.0425079551503,186.0053134943938,305.0652016955351,89.67110580318912,197.09973682985446,268.98338839964146,33.62292354995518,62.81881317663871,16.802425214557505,32.82712828790345,294.9990097311052,7.7631318350290845,17.055539060299864,2.5374307102158773,7.439943107978147,233.7659364920998,2.656431096501134,8.291913451246756,0.4600656425689681,2.358381641270631,1.4205471840978963,0.8877802799216209,0.2425021707529969,0.3416557178128668,0.3152367207811522,hjorth_mobility,hjorth_complexity,1.848658571743327,0.6108751752179877,-23.740005493164062,-329.58984375,136.71875,-20.01953125,2489.6557837200817,49.896450612444184,1030,eeg_data_level_1.csv,1,TP9,130.0078125,140.00390625
3606.7053331784805,515.2436190254972,682.0444697174704,417.2139617966117,518.759322934052,1554.938322025933,194.36729025324163,324.5051392972846,97.83977069055463,192.929305745563,296.65328869195224,37.08166108649403,68.5808833398419,16.17695280619736,35.03607218951589,321.3112016837565,8.455557939046225,20.836150585665067,2.81656122410073,7.77943801587075,312.311652904442,3.5489960557322955,9.968076954312616,0.6869605857387471,3.105179240234177,1.4326953967912155,0.8464216647443554,0.2390338056709454,0.3338899905319461,0.3679176612396854,hjorth_mobility,hjorth_complexity,2.1538199149258377,0.6646139877889928,-19.32086944580078,-331.54296875,146.484375,-15.625,2770.1928990063607,52.63262200390895,1030,eeg_data_level_1.csv,1,TP10,130.0078125,140.00390625
9133.08898992463,1304.7269985606615,2034.8530353608855,859.1118400128765,1168.9263621933496,5861.475466626194,732.6844333282743,1036.9238939662002,355.07415594801563,737.2481612638103,1380.8458379618098,172.60572974522623,324.1008466481189,114.31256017142076,129.52072207283365,758.7249640124107,19.96644642137923,90.64641691676701,2.9285035201047926,16.683750465089336,227.5961687488126,2.586320099418325,9.891446587760196,0.6885280613229448,2.137131055498825,1.3212739654693533,1.0418382950625324,0.35458731268729005,0.27567718616225734,0.1115054528739701,hjorth_mobility,hjorth_complexity,1.8044322901226733,0.47592170226693803,-24.847984313964844,-478.02734375,661.62109375,-26.3671875,7924.5840452131215,89.0201328083323,1030,eeg_data_level_1.csv,2,AF7,140.0078125,150.00390625
13025.15799573009,1860.73685653287,3414.0407808928835,793.5051963004926,1642.2710217302406,5411.576978178602,676.4471222723253,917.0996152286981,350.8527073616628,664.4882276660704,1435.5368987939491,179.44211234924364,320.8693523827022,126.49775346836492,145.78843802780437,981.2899418797645,25.823419523151696,123.04718469508083,4.6697757530389294,18.422691550093816,436.495002272621,4.960170480370693,16.726302668668108,0.9170864555809748,3.3124117479028605,1.4092944533362393,0.8493317717813934,0.31050510482535676,0.2875071450358432,0.16182451263386877,hjorth_mobility,hjorth_complexity,1.8575038280674576,0.5331835727623938,-27.098464965820312,-479.98046875,675.78125,-24.4140625,10216.025261761388,101.07435511424937,1030,eeg_data_level_1.csv,2,AF8,140.0078125,150.00390625
