Timestamp,TP9,AF7,AF8,TP10
120.01171875,-76.171875,-23.92578125,-63.96484375,-86.9140625
120.015625,-75.1953125,-17.08984375,-57.12890625,-84.47265625
120.01953125,-62.5,-14.16015625,-43.45703125,-62.5
120.0234375,-52.24609375,-14.6484375,-35.15625,-22.4609375
120.02734375,-40.52734375,-21.484375,-32.71484375,-61.03515625
120.03125,-34.1796875,-25.87890625,-32.71484375,-73.73046875
120.03515625,-39.55078125,-21.97265625,-29.78515625,-54.6875
120.0390625,-43.45703125,-18.06640625,-34.66796875,-49.8046875
120.04296875,-46.38671875,-23.92578125,-32.71484375,-41.50390625
120.046875,-22.94921875,-31.25,-19.53125,-43.45703125
120.05078125,-14.6484375,-25.87890625,-24.4140625,-31.25
120.0546875,-23.92578125,-19.04296875,-36.62109375,-14.6484375
120.05859375,-22.4609375,-27.34375,-37.109375,-11.23046875
120.0625,-40.52734375,-37.59765625,-38.57421875,-18.5546875
120.06640625,-65.4296875,-32.71484375,-38.0859375,-31.73828125
120.0703125,-38.0859375,-32.71484375,-33.69140625,-21.484375
120.07421875,-44.921875,-35.15625,-33.203125,-19.53125
120.078125,-45.41015625,-38.0859375,-42.96875,-27.83203125
120.08203125,-23.92578125,-40.52734375,-43.9453125,0.48828125
120.0859375,-31.73828125,-45.41015625,-42.48046875,-17.08984375
120.08984375,-15.625,-48.828125,-41.9921875,-34.66796875
120.09375,-18.5546875,-41.50390625,-34.66796875,-34.66796875
120.09765625,-28.3203125,-37.59765625,-24.90234375,-40.52734375
120.1015625,-14.16015625,-34.66796875,-17.578125,-0.48828125
120.10546875,2.9296875,-27.34375,-11.23046875,20.5078125
120.109375,13.18359375,-17.08984375,-11.23046875,14.16015625
120.11328125,0.9765625,-14.6484375,-6.34765625,1.953125
120.1171875,-17.08984375,-21.484375,9.765625,8.7890625
120.12109375,-20.99609375,-20.5078125,4.8828125,14.6484375
120.125,-26.3671875,-15.13671875,1.953125,-12.20703125
120.12890625,-21.484375,-14.6484375,4.8828125,-25.87890625
120.1328125,-9.765625,-16.6015625,3.90625,-10.25390625
120.13671875,-23.92578125,-22.94921875,18.06640625,21.484375
120.140625,-26.3671875,-16.6015625,17.578125,24.90234375
120.14453125,-15.625,-7.32421875,14.16015625,-0.48828125
120.1484375,-14.6484375,-18.06640625,20.01953125,-2.44140625
120.15234375,-15.625,-23.4375,12.6953125,-17.08984375
120.15625,-21.97265625,-20.5078125,9.27734375,-0.48828125
120.16015625,-7.8125,-26.85546875,9.765625,21.484375
120.1640625,-26.3671875,-30.76171875,0.48828125,-7.32421875
120.16796875,-48.33984375,-32.2265625,10.7421875,-9.27734375
120.171875,-30.76171875,-32.71484375,10.25390625,9.27734375
120.17578125,-45.41015625,-36.1328125,2.9296875,-18.5546875
120.1796875,-47.36328125,-36.1328125,2.44140625,-32.2265625
120.18359375,-34.1796875,-33.203125,0.0,8.7890625
120.1875,-64.94140625,-36.62109375,2.9296875,6.34765625
120.19140625,-54.6875,-35.15625,3.90625,-5.37109375
120.1953125,-29.296875,-31.73828125,4.39453125,-16.11328125
120.19921875,-64.453125,-37.109375,-3.90625,-46.38671875
120.203125,-87.40234375,-42.96875,-13.18359375,-45.41015625
120.20703125,-62.01171875,-34.1796875,3.90625,-20.01953125
120.2109375,-89.35546875,-26.3671875,15.13671875,-49.31640625
120.21484375,-138.18359375,-33.203125,-19.53125,-119.62890625
120.21875,-143.06640625,-33.203125,-33.203125,-114.74609375
120.22265625,-132.8125,-26.3671875,-21.484375,-104.4921875
120.2265625,-139.6484375,-24.90234375,-28.3203125,-120.60546875
120.23046875,-145.01953125,-22.94921875,-23.4375,-114.74609375
120.234375,-144.04296875,-16.6015625,-12.20703125,-114.74609375
120.23828125,-134.27734375,-18.06640625,-9.27734375,-118.1640625
120.2421875,-105.95703125,-14.6484375,-25.390625,-124.0234375
120.24609375,-101.5625,-10.25390625,-33.69140625,-100.5859375
120.25,-114.2578125,-16.11328125,-24.90234375,-75.1953125
120.25390625,-106.93359375,-20.99609375,-26.3671875,-79.58984375
120.2578125,-93.75,-21.484375,-33.69140625,-75.68359375
120.26171875,-85.9375,-24.4140625,-38.57421875,-53.22265625
120.265625,-54.19921875,-21.97265625,-39.0625,-27.83203125
120.26953125,-20.99609375,-20.01953125,-42.96875,-16.6015625
120.2734375,-14.6484375,-26.3671875,-47.8515625,-11.23046875
120.27734375,-16.6015625,-36.62109375,-54.19921875,-3.41796875
120.28125,-13.18359375,-45.41015625,-58.59375,6.34765625
120.28515625,-4.39453125,-48.828125,-61.5234375,14.6484375
120.2890625,3.90625,-52.734375,-64.453125,29.296875
120.29296875,-2.44140625,-56.15234375,-64.94140625,47.36328125
120.296875,21.484375,-50.78125,-52.734375,71.2890625
120.30078125,40.0390625,-47.8515625,-45.41015625,74.21875
120.3046875,40.52734375,-49.31640625,-49.31640625,50.78125
120.30859375,53.22265625,-52.24609375,-51.26953125,73.73046875
120.3125,55.17578125,-59.5703125,-51.26953125,96.6796875
120.31640625,48.33984375,-64.453125,-51.7578125,69.3359375
120.3203125,51.7578125,-66.89453125,-54.19921875,72.75390625
120.32421875,48.828125,-66.89453125,-50.78125,90.33203125
120.328125,37.109375,-61.5234375,-44.43359375,102.5390625
120.33203125,41.9921875,-55.6640625,-41.9921875,94.7265625
120.3359375,62.01171875,-57.12890625,-38.0859375,94.23828125
120.33984375,77.1484375,-55.6640625,-32.71484375,114.2578125
120.34375,82.03125,-49.8046875,-23.92578125,111.328125
120.34765625,70.3125,-42.96875,-15.625,122.0703125
120.3515625,75.1953125,-43.9453125,-28.3203125,92.28515625
120.35546875,83.984375,-48.828125,-34.1796875,59.08203125
120.359375,70.3125,-43.45703125,-21.97265625,76.171875
120.36328125,79.1015625,-37.59765625,-18.5546875,103.515625
120.3671875,76.66015625,-37.59765625,-12.6953125,101.07421875
120.37109375,72.75390625,-36.62109375,-4.8828125,83.49609375
120.375,78.125,-33.69140625,-6.34765625,88.8671875
120.37890625,62.98828125,-39.55078125,-16.6015625,76.171875
120.3828125,60.546875,-41.9921875,-21.97265625,67.87109375
120.38671875,67.3828125,-40.0390625,-19.04296875,76.171875
120.390625,51.7578125,-41.015625,-26.85546875,62.5
120.39453125,33.69140625,-40.0390625,-30.2734375,38.57421875
120.3984375,29.296875,-38.57421875,-28.3203125,42.48046875
120.40234375,32.2265625,-35.64453125,-28.80859375,45.41015625
120.40625,41.9921875,-34.66796875,-28.3203125,61.03515625
120.41015625,40.0390625,-28.80859375,-31.25,79.58984375
120.4140625,28.80859375,-24.90234375,-30.2734375,62.01171875
120.41796875,8.7890625,-29.296875,-27.83203125,57.12890625
120.421875,20.99609375,-24.4140625,-26.85546875,55.17578125
120.42578125,14.16015625,-25.390625,-30.76171875,39.0625
120.4296875,-0.9765625,-35.64453125,-35.15625,32.71484375
120.43359375,3.90625,-30.76171875,-26.85546875,15.625
120.4375,9.27734375,-18.06640625,-20.99609375,0.0
120.44140625,-26.3671875,-22.94921875,-23.4375,-7.8125
120.4453125,-64.453125,-26.85546875,-27.83203125,-41.50390625
120.44921875,-57.6171875,-23.4375,-22.94921875,-51.26953125
120.453125,-42.48046875,-28.3203125,-18.5546875,-34.66796875
120.45703125,-60.05859375,-29.296875,-20.5078125,-57.12890625
120.4609375,-77.63671875,-15.625,-8.7890625,-67.87109375
120.46484375,-78.125,-3.41796875,-6.34765625,-54.6875
120.46875,-75.1953125,-7.8125,-16.11328125,-74.70703125
120.47265625,-97.16796875,-23.92578125,-17.08984375,-101.07421875
120.4765625,-93.26171875,-25.390625,-11.23046875,-94.7265625
120.48046875,-59.5703125,-14.6484375,-10.7421875,-99.609375
120.484375,-70.3125,-14.6484375,-22.94921875,-117.1875
120.48828125,-55.6640625,-20.99609375,-30.76171875,-118.65234375
120.4921875,-44.43359375,-34.1796875,-41.015625,-110.3515625
120.49609375,-65.91796875,-44.921875,-49.31640625,-96.6796875
120.5,-62.5,-32.2265625,-36.62109375,-74.21875
120.50390625,-39.0625,-22.4609375,-35.64453125,-85.44921875
120.5078125,-31.25,-30.2734375,-41.50390625,-79.58984375
120.51171875,-30.2734375,-41.015625,-50.29296875,-36.1328125
120.515625,-29.78515625,-44.921875,-54.19921875,-53.7109375
120.51953125,-19.04296875,-43.45703125,-43.45703125,-50.78125
120.5234375,6.8359375,-43.45703125,-38.57421875,-17.08984375
120.52734375,21.484375,-40.52734375,-35.64453125,-20.01953125
120.53125,34.1796875,-38.57421875,-28.80859375,-20.99609375
120.53515625,50.78125,-37.109375,-24.4140625,7.32421875
120.5390625,51.7578125,-33.203125,-26.85546875,-0.48828125
120.54296875,55.6640625,-25.87890625,-32.2265625,12.20703125
120.546875,61.03515625,-23.4375,-24.4140625,64.453125
120.55078125,65.4296875,-29.296875,-17.08984375,54.6875
120.5546875,80.078125,-28.80859375,-20.5078125,35.15625
120.55859375,72.265625,-26.3671875,-21.484375,48.828125
120.5625,72.265625,-24.90234375,-22.4609375,41.50390625
120.56640625,74.21875,-25.390625,-30.2734375,24.90234375
120.5703125,87.890625,-24.90234375,-27.34375,46.38671875
120.57421875,63.4765625,-26.85546875,-23.4375,67.87109375
120.578125,54.6875,-31.25,-27.83203125,48.828125
120.58203125,75.68359375,-28.80859375,-30.76171875,28.80859375
120.5859375,60.05859375,-31.73828125,-32.2265625,36.1328125
120.58984375,47.8515625,-41.9921875,-34.66796875,42.96875
120.59375,44.921875,-46.875,-39.55078125,34.1796875
120.59765625,36.62109375,-47.36328125,-36.62109375,28.3203125
120.6015625,41.50390625,-51.26953125,-37.59765625,23.4375
120.60546875,49.8046875,-56.15234375,-46.875,27.34375
